subnum, condition, task, order, trial,interference,date,max,exponent,threshold,correct,rt1,rt2,r,addends,sum,digits,int_score,trial_time
13,interference,interference,4,1,1,20140207T162848,3,1.20E+00,1,1,7.6,22.04,6,1,6,2  1  3,57,2.47E+01
13,interference,interference,4,2,1,20140207T162848,3,1.20E+00,1,1,3.51,4.03,9,1,9,3  3  3,89,6.47E+00
13,interference,interference,4,3,1,20140207T162848,3,1.20E+00,1,1,2.54,3.08,7,1,7,3  3  1,100,5.48E+00
13,interference,interference,4,4,1,20140207T162848,2.30E+00,1.20E+00,2,1,5.58,5.99,6,1,6,3  1  2,93,8.26E+00
13,interference,interference,4,5,1,20140207T162848,3.74E+00,1.20E+00,3,1,2.51,3.04,9,1,9,1  5  3,85,5.47E+00
13,interference,interference,4,6,1,20140207T162848,5.28E+00,1.20E+00,4,0,16.92,17.66,13,1,12,2  5  5,90,2.01E+01
13,interference,interference,4,7,1,20140207T162848,3.74E+00,1.20E+00,3,1,1.61,3.59,8,1,8,1  2  5,101,5.89E+00
13,interference,interference,4,8,1,20140207T162848,5.28E+00,1.20E+00,4,1,2.33,3.09,14,1,14,5  4  5,85,5.73E+00
13,interference,interference,4,9,1,20140207T162848,6.90E+00,1.20E+00,5,1,1.82,2.72,16,1,16,7  7  2,94,5.17E+00
13,interference,interference,4,10,1,20140207T162848,8.59E+00,1.20E+00,6,1,1.79,2.48,13,1,13,3  1  9,98,4.90E+00
13,interference,interference,4,11,1,20140207T162848,1.03E+01,1.20E+00,7,1,4.26,4.77,23,1,23,7  7  9,80,7.39E+00
13,interference,interference,4,12,1,20140207T162848,1.21E+01,1.20E+00,8,1,13.38,14.07,35,1,35,12  11  12,77,1.65E+01
13,interference,interference,4,13,1,20140207T162848,1.40E+01,1.20E+00,9,0,19.59,20.33,34,1,35,11  15   9,55,2.30E+01
13,interference,interference,4,14,1,20140207T162848,1.21E+01,1.20E+00,8,1,3.66,4.2,20,1,20,4  11   5,78,6.81E+00
13,interference,interference,4,15,1,20140207T162848,1.40E+01,1.20E+00,9,0,9.75,10.36,31,1,21,2   6  13,80,1.29E+01
13,interference,interference,4,16,1,20140207T162848,1.21E+01,1.20E+00,8,1,6.28,6.96,26,1,26,9   4  13,93,9.64E+00
13,interference,interference,4,17,1,20140207T162848,1.40E+01,1.20E+00,9,1,7.31,7.98,24,1,24,13   4   7,90,1.07E+01
13,interference,interference,4,18,1,20140207T162848,1.58E+01,1.20E+00,10,1,2.59,3.24,26,1,26,10  15   1,93,5.72E+00
13,interference,interference,4,19,1,20140207T162848,1.78E+01,1.20E+00,11,1,4.71,5.58,38,1,38,15   5  18,89,8.36E+00
13,interference,interference,4,20,1,20140207T162848,1.97E+01,1.20E+00,12,1,13.82,14.44,39,1,39,21   7  11,76,1.72E+01
13,interference,interference,4,21,1,20140207T162848,2.17E+01,1.20E+00,13,0,5.51,6.23,47,1,37,4  12  21,91,8.90E+00
13,interference,interference,4,22,1,20140207T162848,1.97E+01,1.20E+00,12,0,6.57,7.18,30,1,40,12  19   9,95,9.79E+00
13,interference,interference,4,23,1,20140207T162848,1.78E+01,1.20E+00,11,0,25.82,26.51,34,1,47,17  15  15,101,2.95E+01
13,interference,interference,4,24,1,20140207T162848,1.58E+01,1.20E+00,10,1,4.57,5.16,36,1,36,13   7  16,96,7.95E+00
13,interference,interference,4,25,1,20140207T162848,1.78E+01,1.20E+00,11,0,7.93,8.63,46,1,37,4  17  16,81,1.15E+01
13,interference,interference,4,26,1,20140207T162848,1.58E+01,1.20E+00,10,0,6.6,7.35,38,1,28,4   7  17,90,1.01E+01
13,interference,interference,4,27,1,20140207T162848,1.40E+01,1.20E+00,9,1,11.66,12.33,30,1,30,8   8  14,89,1.48E+01
13,interference,interference,4,28,1,20140207T162848,1.58E+01,1.20E+00,10,0,6.21,6.97,28,1,22,1   4  17,93,9.72E+00
13,interference,interference,4,29,1,20140207T162848,1.40E+01,1.20E+00,9,1,6.27,6.98,29,1,29,4  15  10,88,9.63E+00
13,interference,interference,4,30,1,20140207T162848,1.58E+01,1.20E+00,10,1,24.42,25.01,45,1,45,16  13  16,87,2.79E+01
13,interference,interference,4,31,1,20140207T162848,1.78E+01,1.20E+00,11,1,14.23,14.93,29,1,29,8  18   3,86,1.74E+01
13,interference,interference,4,32,1,20140207T162848,1.97E+01,1.20E+00,12,1,6.58,7.25,41,1,41,19  12  10,92,9.77E+00
13,interference,interference,4,33,1,20140207T162848,2.17E+01,1.20E+00,13,0,11.35,11.84,52,1,53,22  10  21,97,1.46E+01
13,interference,interference,4,34,1,20140207T162848,1.97E+01,1.20E+00,12,0,23.67,24.35,53,1,43,9  14  20,91,2.71E+01
13,interference,interference,4,35,1,20140207T162848,1.78E+01,1.20E+00,11,1,6.65,7.33,34,1,34,13  17   4,97,1.02E+01
13,interference,interference,4,36,1,20140207T162848,1.97E+01,1.20E+00,12,1,17.51,18.17,33,1,33,20  11   2,89,2.06E+01
13,interference,interference,4,37,1,20140207T162848,2.17E+01,1.20E+00,13,0,21.92,22.69,56,1,53,22  17  14,94,2.56E+01
14,interference,interference,2,1,1,2/25/14 15:16,3,1.20E+00,1,1,5.32,6.11,6,1,6,3  1  2,101,8.63E+00
14,interference,interference,2,2,1,2/25/14 15:16,3,1.20E+00,1,1,2.16,3.03,9,1,9,3  3  3,100,5.46E+00
14,interference,interference,2,3,1,2/25/14 15:16,3,1.20E+00,1,1,3.21,3.8,5,1,5,1  3  1,98,6.13E+00
14,interference,interference,2,4,1,2/25/14 15:16,2.30E+00,1.20E+00,2,1,2.21,3.1,4,1,4,1  2  1,99,5.30E+00
14,interference,interference,2,5,1,2/25/14 15:16,3.74E+00,1.20E+00,3,1,3,3.78,10,1,10,1  4  5,101,6.31E+00
14,interference,interference,2,6,1,2/25/14 15:16,5.28E+00,1.20E+00,4,1,4.54,5.19,11,1,11,4  3  4,98,7.78E+00
14,interference,interference,2,7,1,2/25/14 15:16,6.90E+00,1.20E+00,5,0,2.65,3.64,14,1,13,2  7  4,100,6.08E+00
14,interference,interference,2,8,1,2/25/14 15:16,5.28E+00,1.20E+00,4,1,5,5.96,12,1,12,4  5  3,93,8.53E+00
14,interference,interference,2,9,1,2/25/14 15:16,6.90E+00,1.20E+00,5,1,6.5,7.53,18,1,18,6  5  7,98,1.01E+01
14,interference,interference,2,10,1,2/25/14 15:16,8.59E+00,1.20E+00,6,1,4.72,5.73,24,1,24,8  8  8,92,7.97E+00
14,interference,interference,2,11,1,2/25/14 15:16,1.03E+01,1.20E+00,7,1,4.34,6.83,22,1,22,6  11   5,97,9.41E+00
14,interference,interference,2,12,1,2/25/14 15:16,1.21E+01,1.20E+00,8,1,2.17,2.78,36,1,36,12  12  12,97,5.18E+00
14,interference,interference,2,13,1,2/25/14 15:16,1.40E+01,1.20E+00,9,1,3.36,4.39,24,1,24,6   4  14,101,7.12E+00
14,interference,interference,2,14,1,2/25/14 15:16,1.58E+01,1.20E+00,10,1,12.8,13.86,35,1,35,14   4  17,97,1.68E+01
14,interference,interference,2,15,1,2/25/14 15:16,1.78E+01,1.20E+00,11,1,9.36,10.38,37,1,37,18  16   3,99,1.31E+01
14,interference,interference,2,16,1,2/25/14 15:16,1.97E+01,1.20E+00,12,1,5.98,6.98,41,1,41,20  17   4,96,9.71E+00
14,interference,interference,2,17,1,2/25/14 15:16,2.17E+01,1.20E+00,13,1,10.14,11.19,52,1,52,22   7  23,100,1.40E+01
14,interference,interference,2,18,1,2/25/14 15:16,2.37E+01,1.20E+00,14,0,20.51,21.55,35,1,45,24   4  17,98,2.44E+01
14,interference,interference,2,19,1,2/25/14 15:16,2.17E+01,1.20E+00,13,1,7.41,9.38,44,1,44,22  17   5,98,1.22E+01
14,interference,interference,2,20,1,2/25/14 15:16,2.37E+01,1.20E+00,14,0,15.95,16.99,61,1,56,24   7  25,99,1.98E+01
14,interference,interference,2,21,1,2/25/14 15:16,2.17E+01,1.20E+00,13,1,4.98,5.74,63,1,63,20  22  21,98,8.52E+00
14,interference,interference,2,22,1,2/25/14 15:16,2.37E+01,1.20E+00,14,1,8.05,8.88,49,1,49,24  21   4,92,1.17E+01
14,interference,interference,2,23,1,2/25/14 15:16,2.58E+01,1.20E+00,15,1,7.9,8.91,68,1,68,27  20  21,97,1.17E+01
14,interference,interference,2,24,1,2/25/14 15:16,2.79E+01,1.20E+00,16,1,19.15,20.21,47,1,47,15  29   3,100,2.29E+01
14,interference,interference,2,25,1,2/25/14 15:16,3.00E+01,1.20E+00,17,1,5.59,6.56,59,1,59,1  30  28,100,8.98E+00
14,interference,interference,2,26,1,2/25/14 15:16,3.21E+01,1.20E+00,18,0,11.57,12.61,53,1,63,26   4  33,98,1.54E+01
14,interference,interference,2,27,1,2/25/14 15:16,3.00E+01,1.20E+00,17,0,-1,-1,-1,1,54,8  17  29,4,2.01E+01
14,interference,interference,2,28,1,2/25/14 15:16,2.79E+01,1.20E+00,16,1,19.58,20.67,41,1,41,10   4  27,101,2.33E+01
14,interference,interference,2,29,1,2/25/14 15:16,3.00E+01,1.20E+00,17,1,8.11,9.03,63,1,63,6  27  30,99,1.17E+01
14,interference,interference,2,30,1,2/25/14 15:16,3.21E+01,1.20E+00,18,1,9.81,10.69,79,1,79,33  25  21,100,1.36E+01
14,interference,interference,2,31,1,2/25/14 15:16,3.42E+01,1.20E+00,19,1,5.9,6.91,69,1,69,33   2  34,95,9.46E+00
14,interference,interference,2,32,1,2/25/14 15:16,3.64E+01,1.20E+00,20,1,13.85,14.82,80,1,80,22  21  37,99,1.78E+01
14,interference,interference,2,33,1,2/25/14 15:16,3.86E+01,1.20E+00,21,1,5.46,6.58,53,1,53,12  40   1,98,8.91E+00
14,interference,interference,2,34,1,2/25/14 15:16,4.08E+01,1.20E+00,22,0,18.36,19.24,113,1,116,42  33  41,97,2.20E+01
14,interference,interference,2,35,1,2/25/14 15:16,3.86E+01,1.20E+00,21,1,14.94,15.98,58,1,58,39  12   7,100,1.86E+01
14,interference,interference,2,36,1,2/25/14 15:16,4.08E+01,1.20E+00,22,1,13.17,14.16,76,1,76,41  24  11,101,1.69E+01
14,interference,interference,2,37,1,2/25/14 15:16,4.31E+01,1.20E+00,23,1,11.27,12.32,88,1,88,42  35  11,96,1.51E+01
14,interference,interference,2,38,1,2/25/14 15:16,4.53E+01,1.20E+00,24,0,15.6,16.63,81,1,83,13  46  24,92,1.97E+01
14,interference,interference,2,39,1,2/25/14 15:16,4.31E+01,1.20E+00,23,1,7.1,7.64,69,1,69,11  16  42,100,1.04E+01
15,interference,interference,2,1,1,20140410T165320,3,1.20E+00,1,1,6.85,7.55,10,1,10,3  3  4,95,1.01E+01
15,interference,interference,2,2,1,20140410T165320,3,1.20E+00,1,1,4.07,4.52,8,1,8,3  2  3,96,6.80E+00
15,interference,interference,2,3,1,20140410T165320,3,1.20E+00,1,0,4.98,5.76,10,1,7,2  2  3,100,7.90E+00
15,interference,interference,2,4,1,20140410T165320,3,1.20E+00,1,1,4.5,4.91,6,1,6,1  2  3,99,7.15E+00
15,interference,interference,2,5,1,20140410T165320,2.30E+00,1.20E+00,2,1,2.38,2.87,4,1,4,1  1  2,100,5.06E+00
15,interference,interference,2,6,1,20140410T165320,3.74E+00,1.20E+00,3,1,6.86,7.53,13,1,13,4  4  5,100,1.02E+01
15,interference,interference,2,7,1,20140410T165320,5.28E+00,1.20E+00,4,1,7.78,8.39,10,1,10,4  5  1,102,1.09E+01
15,interference,interference,2,8,1,20140410T165320,6.90E+00,1.20E+00,5,1,2.28,2.88,18,1,18,5  5  8,97,5.38E+00
15,interference,interference,2,9,1,20140410T165320,8.59E+00,1.20E+00,6,1,3.31,4.23,19,1,19,10   1   8,97,6.48E+00
15,interference,interference,2,10,1,20140410T165320,1.03E+01,1.20E+00,7,1,17.22,17.81,22,1,22,7  9  6,96,2.04E+01
15,interference,interference,2,11,1,20140410T165320,1.21E+01,1.20E+00,8,1,6.67,7.46,27,1,27,10  13   4,96,1.00E+01
15,interference,interference,2,12,1,20140410T165320,1.40E+01,1.20E+00,9,1,19.51,20.2,26,1,26,9   4  13,80,2.29E+01
15,interference,interference,2,13,1,20140410T165320,1.58E+01,1.20E+00,10,0,14.26,14.88,36,1,35,11  15   9,85,1.76E+01
15,interference,interference,2,14,1,20140410T165320,1.40E+01,1.20E+00,9,1,29.28,30.01,38,1,38,12  11  15,100,3.26E+01
15,interference,interference,2,15,1,20140410T165320,1.58E+01,1.20E+00,10,0,14.2,14.89,38,1,37,9  11  17,95,1.76E+01
15,interference,interference,2,16,1,20140410T165320,1.40E+01,1.20E+00,9,1,10.8,11.35,32,1,32,13  15   4,98,1.42E+01
15,interference,interference,2,17,1,20140410T165320,1.58E+01,1.20E+00,10,1,10.36,11.06,42,1,42,16  14  12,98,1.38E+01
15,interference,interference,2,18,1,20140410T165320,1.78E+01,1.20E+00,11,1,12.74,13.31,32,1,32,1  12  19,97,1.58E+01
15,interference,interference,2,19,1,20140410T165320,1.97E+01,1.20E+00,12,1,14.17,14.76,53,1,53,21  12  20,102,1.74E+01
15,interference,interference,2,20,1,20140410T165320,2.17E+01,1.20E+00,13,1,19.1,19.84,32,1,32,4  23   5,70,2.26E+01
15,interference,interference,2,21,1,20140410T165320,2.37E+01,1.20E+00,14,0,27.67,28.28,44,1,43,9   9  25,100,3.09E+01
15,interference,interference,2,22,1,20140410T165320,2.17E+01,1.20E+00,13,1,19.97,20.54,42,1,42,10  23   9,99,2.31E+01
15,interference,interference,2,23,1,20140410T165320,2.37E+01,1.20E+00,14,1,23.94,24.88,39,1,39,1  25  13,96,2.75E+01
15,interference,interference,2,24,1,20140410T165320,2.58E+01,1.20E+00,15,0,30,30.06,-1,1,61,19  16  26,98,3.29E+01
15,interference,interference,2,25,1,20140410T165320,2.37E+01,1.20E+00,14,0,15.21,15.83,54,1,49,9  25  15,88,1.86E+01
15,interference,interference,2,26,1,20140410T165320,2.17E+01,1.20E+00,13,1,8.6,9.21,32,1,32,22   2   8,99,1.15E+01
15,interference,interference,2,27,1,20140410T165320,2.37E+01,1.20E+00,14,0,28.75,29.38,47,1,50,25   4  21,98,3.22E+01
15,interference,interference,2,28,1,20140410T165320,2.17E+01,1.20E+00,13,1,14.79,15.45,24,1,24,2   1  21,96,1.78E+01
15,interference,interference,2,29,1,20140410T165320,2.37E+01,1.20E+00,14,0,13.87,14.38,36,1,42,15  23   4,99,1.72E+01
15,interference,interference,2,30,1,20140410T165320,2.17E+01,1.20E+00,13,1,21.1,21.73,49,1,49,12  23  14,95,2.45E+01
15,interference,interference,2,31,1,20140410T165320,2.37E+01,1.20E+00,14,1,18.04,18.98,40,1,40,23   2  15,99,2.16E+01
16,interference,interference,1,1,1,20140417T104333,3,1.20E+00,1,0,-1,-1,-1,1,8,1  3  4,4,8.01E+00
16,interference,interference,1,2,1,20140417T104333,3,1.20E+00,1,1,13.85,14.39,8,1,8,3  2  3,63,1.67E+01
16,interference,interference,1,3,1,20140417T104333,3,1.20E+00,1,1,2.75,3.23,8,1,8,3  2  3,44,5.54E+00
16,interference,interference,1,4,1,20140417T104333,2.30E+00,1.20E+00,2,1,2.44,2.91,5,1,5,1  2  2,57,5.00E+00
16,interference,interference,1,5,1,20140417T104333,3.74E+00,1.20E+00,3,0,4.45,5.83,12,1,11,3  4  4,62,8.44E+00
16,interference,interference,1,6,1,20140417T104333,2.30E+00,1.20E+00,2,1,3.05,3.65,5,1,5,1  2  2,51,5.73E+00
16,interference,interference,1,7,1,20140417T104333,3.74E+00,1.20E+00,3,1,10.22,10.75,8,1,8,3  2  3,63,1.30E+01
16,interference,interference,1,8,1,20140417T104333,5.28E+00,1.20E+00,4,1,5.14,5.45,8,1,8,5  1  2,55,7.75E+00
16,interference,interference,1,9,1,20140417T104333,6.90E+00,1.20E+00,5,1,5.1,5.59,15,1,15,6  6  3,47,8.12E+00
16,interference,interference,1,10,1,20140417T104333,8.59E+00,1.20E+00,6,1,4.51,5.06,13,1,13,9  2  2,59,7.24E+00
16,interference,interference,1,11,1,20140417T104333,1.03E+01,1.20E+00,7,0,9.49,12.43,19,1,20,9  4  7,48,1.50E+01
16,interference,interference,1,12,1,20140417T104333,8.59E+00,1.20E+00,6,1,11.43,12.03,18,1,18,5  8  5,96,1.45E+01
16,interference,interference,1,13,1,20140417T104333,1.03E+01,1.20E+00,7,1,7,7.92,28,1,28,7  10  11,95,1.05E+01
16,interference,interference,1,14,1,20140417T104333,1.21E+01,1.20E+00,8,0,8.88,9.5,24,1,22,4   6  12,97,1.20E+01
16,interference,interference,1,15,1,20140417T104333,1.03E+01,1.20E+00,7,1,2.4,2.97,23,1,23,10  10   3,95,5.32E+00
16,interference,interference,1,16,1,20140417T104333,1.21E+01,1.20E+00,8,0,14.69,15.38,23,1,25,5   7  13,92,1.80E+01
16,interference,interference,1,17,1,20140417T104333,1.03E+01,1.20E+00,7,0,10.44,11.03,22,1,19,3  9  7,91,1.36E+01
16,interference,interference,1,18,1,20140417T104333,8.59E+00,1.20E+00,6,0,9.23,10.02,21,1,22,9  8  5,97,1.25E+01
16,interference,interference,1,19,1,20140417T104333,6.90E+00,1.20E+00,5,1,8.04,8.66,18,1,18,7  8  3,98,1.11E+01
16,interference,interference,1,20,1,20140417T104333,8.59E+00,1.20E+00,6,1,8.18,8.72,22,1,22,9   3  10,88,1.11E+01
16,interference,interference,1,21,1,20140417T104333,1.03E+01,1.20E+00,7,1,3.77,4.48,29,1,29,9  10  10,91,6.90E+00
16,interference,interference,1,22,1,20140417T104333,1.21E+01,1.20E+00,8,0,20.1,20.85,28,1,31,12   8  11,90,2.32E+01
16,interference,interference,1,23,1,20140417T104333,1.03E+01,1.20E+00,7,1,4.63,5.33,22,1,22,6   6  10,99,7.80E+00
16,interference,interference,1,24,1,20140417T104333,1.21E+01,1.20E+00,8,0,19.43,20.1,26,1,25,6  11   8,91,2.25E+01
16,interference,interference,1,25,1,20140417T104333,1.03E+01,1.20E+00,7,1,6.46,7.02,25,1,25,6   9  10,95,9.51E+00
16,interference,interference,1,26,1,20140417T104333,1.21E+01,1.20E+00,8,1,13.73,14.27,23,1,23,3   9  11,89,1.68E+01
16,interference,interference,1,27,1,20140417T104333,1.40E+01,1.20E+00,9,1,18.76,19.6,28,1,28,7  15   6,84,2.23E+01
16,interference,interference,1,28,1,20140417T104333,1.58E+01,1.20E+00,10,0,-1,-1,-1,1,29,9  16   4,4,7.35E+00
16,interference,interference,1,29,1,20140417T104333,1.40E+01,1.20E+00,9,0,12.82,13.41,19,1,18,14   3   1,85,1.60E+01
16,interference,interference,1,30,1,20140417T104333,1.21E+01,1.20E+00,8,1,6.76,7.42,27,1,27,6  10  11,87,9.91E+00
16,interference,interference,1,31,1,20140417T104333,1.40E+01,1.20E+00,9,0,23.41,24.06,33,1,36,12   9  15,72,2.67E+01
16,interference,interference,1,32,1,20140417T104333,1.21E+01,1.20E+00,8,1,3.48,4.02,22,1,22,5  12   5,88,6.62E+00
16,interference,interference,1,33,1,20140417T104333,1.40E+01,1.20E+00,9,1,3.78,4.43,35,1,35,10  15  10,94,6.93E+00
16,interference,interference,1,34,1,20140417T104333,1.58E+01,1.20E+00,10,1,12.12,12.79,41,1,41,16  15  10,91,1.55E+01
16,interference,interference,1,35,1,20140417T104333,1.78E+01,1.20E+00,11,0,19.72,20.29,46,1,47,14  16  17,68,2.32E+01
16,interference,interference,1,36,1,20140417T104333,1.58E+01,1.20E+00,10,1,5.71,6.27,20,1,20,1  17   2,71,8.72E+00
16,interference,interference,1,37,1,20140417T104333,1.78E+01,1.20E+00,11,0,22.43,23.45,31,1,37,17   3  17,97,2.63E+01
16,interference,interference,1,38,1,20140417T104333,1.58E+01,1.20E+00,10,1,5.09,5.79,42,1,42,12  15  15,80,8.52E+00
16,interference,interference,1,39,1,20140417T104333,1.78E+01,1.20E+00,11,0,20.48,21.19,32,1,35,4  18  13,82,2.40E+01
2,interference,interference,2,1,1,20130708T170531,3,1.20E+00,1,1,2.71,3.23,5,1,5,2  1  2,95,9.72E+00
2,interference,interference,2,2,1,20130708T170531,3,1.20E+00,1,1,1.15,2.12,7,1,7,3  2  2,96,8.61E+00
2,interference,interference,2,3,1,20130708T170531,3,1.20E+00,1,1,0.6,1.23,8,1,8,3  4  1,99,7.96E+00
2,interference,interference,2,4,1,20130708T170531,2.30E+00,1.20E+00,2,1,0.48,0.92,4,1,4,1  1  2,94,7.45E+00
2,interference,interference,2,5,1,20130708T170531,3.74E+00,1.20E+00,3,1,1.03,1.61,11,1,11,3  5  3,98,8.32E+00
2,interference,interference,2,6,1,20130708T170531,5.28E+00,1.20E+00,4,1,0.87,1.61,10,1,10,1  5  4,98,8.28E+00
2,interference,interference,2,7,1,20130708T170531,6.90E+00,1.20E+00,5,1,0.96,1.72,12,1,12,4  2  6,100,8.29E+00
2,interference,interference,2,8,1,20130708T170531,8.59E+00,1.20E+00,6,1,0.76,1.72,18,1,18,8  2  8,101,8.13E+00
2,interference,interference,2,9,1,20130708T170531,1.03E+01,1.20E+00,7,1,4.69,5.4,26,1,26,8  9  9,101,1.20E+01
2,interference,interference,2,10,1,20130708T170531,1.21E+01,1.20E+00,8,1,1.04,1.72,15,1,15,11   2   2,98,8.24E+00
2,interference,interference,2,11,1,20130708T170531,1.40E+01,1.20E+00,9,1,1.05,2.01,29,1,29,11   4  14,98,8.76E+00
2,interference,interference,2,12,1,20130708T170531,1.58E+01,1.20E+00,10,0,7.96,8.87,27,1,37,17  12   8,100,1.57E+01
2,interference,interference,2,13,1,20130708T170531,1.40E+01,1.20E+00,9,1,2,2.71,28,1,28,14   2  12,98,9.41E+00
2,interference,interference,2,14,1,20130708T170531,1.58E+01,1.20E+00,10,0,1.81,2.62,19,1,29,8  16   5,99,9.34E+00
2,interference,interference,2,15,1,20130708T170531,1.40E+01,1.20E+00,9,1,7.29,8.08,24,1,24,5   4  15,101,1.49E+01
2,interference,interference,2,16,1,20130708T170531,1.58E+01,1.20E+00,10,1,1.57,2.42,24,1,24,5   3  16,100,9.12E+00
2,interference,interference,2,17,1,20130708T170531,1.78E+01,1.20E+00,11,0,6.14,6.98,24,1,35,14   4  17,89,1.39E+01
2,interference,interference,2,18,1,20130708T170531,1.58E+01,1.20E+00,10,0,9.79,10.66,37,1,39,8  14  17,99,1.74E+01
2,interference,interference,2,19,1,20130708T170531,1.40E+01,1.20E+00,9,1,0.68,1.43,23,1,23,6   4  13,100,8.21E+00
2,interference,interference,2,20,1,20130708T170531,1.58E+01,1.20E+00,10,0,7.99,8.78,48,1,38,13  15  10,98,1.57E+01
2,interference,interference,2,21,1,20130708T170531,1.40E+01,1.20E+00,9,1,0.9,1.72,24,1,24,14   9   1,97,8.57E+00
2,interference,interference,2,22,1,20130708T170531,1.58E+01,1.20E+00,10,1,0.53,1.23,21,1,21,3  15   3,98,8.03E+00
2,interference,interference,2,23,1,20130708T170531,1.78E+01,1.20E+00,11,1,3.44,4.4,27,1,27,2   6  19,97,1.10E+01
2,interference,interference,2,24,1,20130708T170531,1.97E+01,1.20E+00,12,0,4.35,5.1,33,1,43,21  18   4,93,1.20E+01
2,interference,interference,2,25,1,20130708T170531,1.78E+01,1.20E+00,11,0,16.93,17.63,45,1,46,9  18  19,98,2.44E+01
2,interference,interference,2,26,1,20130708T170531,1.58E+01,1.20E+00,10,1,2.69,3.51,40,1,40,15  17   8,98,1.05E+01
2,interference,interference,2,27,1,20130708T170531,1.78E+01,1.20E+00,11,1,8.23,9.17,37,1,37,13   5  19,96,1.60E+01
2,interference,interference,2,28,1,20130708T170531,1.97E+01,1.20E+00,12,1,3.72,4.4,43,1,43,19  19   5,97,1.13E+01
2,interference,interference,2,29,1,20130708T170531,2.17E+01,1.20E+00,13,1,0.84,1.61,47,1,47,23  22   2,94,8.55E+00
2,interference,interference,2,30,1,20130708T170531,2.37E+01,1.20E+00,14,0,3.03,3.91,47,1,67,24  21  22,95,1.09E+01
2,interference,interference,2,31,1,20130708T170531,2.17E+01,1.20E+00,13,0,7.21,8.09,35,1,41,14   4  23,100,1.50E+01
2,interference,interference,2,32,1,20130708T170531,1.97E+01,1.20E+00,12,0,5.97,6.69,43,1,44,17  19   8,97,1.37E+01
2,interference,interference,2,33,1,20130708T170531,1.78E+01,1.20E+00,11,0,4.4,5.3,38,1,46,12  18  16,100,1.20E+01
2,interference,interference,2,34,1,20130708T170531,1.58E+01,1.20E+00,10,0,1.04,1.92,21,1,31,10  16   5,99,8.69E+00
2,interference,interference,2,35,1,20130708T170531,1.40E+01,1.20E+00,9,1,6.32,7.09,35,1,35,13  13   9,99,1.40E+01
2,interference,interference,2,36,1,20130708T170531,1.58E+01,1.20E+00,10,0,6.36,7.38,45,1,42,11  16  15,100,1.42E+01
2,interference,interference,2,37,1,20130708T170531,1.40E+01,1.20E+00,9,1,0.79,1.72,32,1,32,15   5  12,98,8.58E+00
2,interference,interference,2,38,1,20130708T170531,1.58E+01,1.20E+00,10,1,5.86,6.69,35,1,35,6  16  13,100,1.35E+01
2,interference,interference,2,39,1,20130708T170531,1.78E+01,1.20E+00,11,1,6.47,7.19,25,1,25,2  18   5,98,1.38E+01
3,interference,interference,1,1,1,20130709T100140,3,1.20E+00,1,1,4.17,4.86,9,1,9,3  3  3,56,1.26E+01
3,interference,interference,1,2,1,20130709T100140,3,1.20E+00,1,1,2.06,2.52,7,1,7,3  2  2,90,8.99E+00
3,interference,interference,1,3,1,20130709T100140,3,1.20E+00,1,1,2.3,2.81,6,1,6,2  3  1,97,9.35E+00
3,interference,interference,1,4,1,20130709T100140,2.30E+00,1.20E+00,2,1,1.83,2.42,4,1,4,1  1  2,95,9.00E+00
3,interference,interference,1,5,1,20130709T100140,3.74E+00,1.20E+00,3,1,1.73,2.32,9,1,9,5  1  3,93,9.02E+00
3,interference,interference,1,6,1,20130709T100140,5.28E+00,1.20E+00,4,1,2.09,3.01,15,1,15,6  5  4,100,9.78E+00
3,interference,interference,1,7,1,20130709T100140,6.90E+00,1.20E+00,5,1,2.34,3.01,10,1,10,1  2  7,98,9.46E+00
3,interference,interference,1,8,1,20130709T100140,8.59E+00,1.20E+00,6,1,1.73,2.42,17,1,17,9  2  6,99,8.97E+00
3,interference,interference,1,9,1,20130709T100140,1.03E+01,1.20E+00,7,1,3.1,3.81,19,1,19,3  9  7,96,1.05E+01
3,interference,interference,1,10,1,20130709T100140,1.21E+01,1.20E+00,8,1,1.71,2.51,31,1,31,11  10  10,99,9.18E+00
3,interference,interference,1,11,1,20130709T100140,1.40E+01,1.20E+00,9,0,5.41,6.09,31,1,21,6  13   2,99,1.29E+01
3,interference,interference,1,12,1,20130709T100140,1.21E+01,1.20E+00,8,1,2.25,2.81,31,1,31,10   9  12,98,9.46E+00
3,interference,interference,1,13,1,20130709T100140,1.40E+01,1.20E+00,9,0,3.31,4.01,24,1,23,13   4   6,90,1.09E+01
3,interference,interference,1,14,1,20130709T100140,1.21E+01,1.20E+00,8,1,2.02,2.81,14,1,14,11   1   2,98,9.43E+00
3,interference,interference,1,15,1,20130709T100140,1.40E+01,1.20E+00,9,1,1.9,2.81,25,1,25,6  13   6,98,9.65E+00
3,interference,interference,1,16,1,20130709T100140,1.58E+01,1.20E+00,10,1,1.82,2.62,31,1,31,15   7   9,97,9.52E+00
3,interference,interference,1,17,1,20130709T100140,1.78E+01,1.20E+00,11,1,3.68,4.5,32,1,32,8   6  18,98,1.11E+01
3,interference,interference,1,18,1,20130709T100140,1.97E+01,1.20E+00,12,1,1.98,2.72,27,1,27,3   3  21,92,9.33E+00
3,interference,interference,1,19,1,20130709T100140,2.17E+01,1.20E+00,13,0,1.94,3.31,68,1,48,22  20   6,96,1.01E+01
